Place,Total,SeaLevel,CoastalDEM_Perm_p5,CoastalDEM_Perm_p50,CoastalDEM_Perm_p95,CoastalDEM_RL1_p5,CoastalDEM_RL1_p50,CoastalDEM_RL1_p95,SRTM_Perm_p5,SRTM_Perm_p50,SRTM_Perm_p95,SRTM_RL1_p5,SRTM_RL1_p50,SRTM_RL1_p95,JAXA_Perm_p5,JAXA_Perm_p50,JAXA_Perm_p95,JAXA_RL1_p5,JAXA_RL1_p50,JAXA_RL1_p95,MERITDEM_Perm_p5,MERITDEM_Perm_p50,MERITDEM_Perm_p95,MERITDEM_RL1_p5,MERITDEM_RL1_p50,MERITDEM_RL1_p95
Bangladesh,160,K17_rcp85_2050,15,19,22,39,43,48,1.5,1.9,2.3,4.1,4.9,5.9,1.8,2.3,2.8,4.6,5.6,6.8,2.8,3.6,4.8,8.9,11,14
Bangladesh,160,K17_rcp85_2100,35,50,67,60,70,83,3.5,6.2,13,8.9,15,27,4.1,7.3,15,11,16,29,7.5,15,29,22,31,42
Belgium,10,Present day,--,0.08 ,--,--,0.16 ,--,--,0.09 ,--,--,0.22 ,--,--,0.08 ,--,--,0.19 ,--,--,0.01 ,--,--,0.13 ,--
Belgium,10,K14_rcp26_2050,0.08,0.09,0.10,0.16,0.18,0.20,0.10,0.11,0.13,0.23,0.24,0.26,0.09,0.10,0.11,0.20,0.22,0.25,0.02,0.02,0.03,0.14,0.16,0.17
Belgium,10,K14_rcp26_2100,0.09,0.10,0.11,0.17,0.20,0.27,0.10,0.13,0.16,0.23,0.26,0.31,0.09,0.11,0.14,0.21,0.25,0.29,0.02,0.03,0.05,0.15,0.17,0.21
Belgium,10,K14_rcp45_2050,0.08,0.09,0.09,0.17,0.18,0.19,0.10,0.11,0.13,0.23,0.24,0.26,0.09,0.10,0.11,0.21,0.23,0.24,0.02,0.02,0.03,0.14,0.16,0.17
Belgium,10,K14_rcp45_2100,0.09,0.10,0.12,0.18,0.22,0.29,0.11,0.14,0.17,0.25,0.28,0.33,0.10,0.12,0.15,0.23,0.26,0.31,0.02,0.03,0.05,0.16,0.18,0.22
Belgium,10,K14_rcp85_2050,0.08,0.09,0.10,0.17,0.18,0.21,0.10,0.12,0.13,0.23,0.25,0.27,0.09,0.10,0.11,0.21,0.23,0.25,0.02,0.02,0.03,0.14,0.16,0.18
Belgium,10,K14_rcp85_2100,0.09,0.11,0.14,0.19,0.26,0.39,0.12,0.16,0.20,0.26,0.30,0.39,0.11,0.13,0.17,0.24,0.29,0.35,0.03,0.04,0.11,0.17,0.20,0.25
Belgium,10,K17_rcp26_2050,0.08,0.09,0.10,0.16,0.18,0.21,0.09,0.11,0.13,0.22,0.24,0.27,0.08,0.10,0.12,0.20,0.22,0.25,0.01,0.02,0.03,0.14,0.16,0.18
Belgium,10,K17_rcp26_2100,0.08,0.10,0.12,0.17,0.21,0.31,0.10,0.14,0.18,0.23,0.27,0.34,0.09,0.12,0.15,0.21,0.26,0.31,0.02,0.03,0.05,0.14,0.18,0.22
Belgium,10,K17_rcp45_2050,0.08,0.09,0.10,0.16,0.18,0.21,0.10,0.11,0.13,0.23,0.25,0.27,0.09,0.10,0.12,0.20,0.23,0.25,0.02,0.02,0.03,0.14,0.16,0.18
Belgium,10,K17_rcp45_2100,0.10,0.12,0.18,0.20,0.29,0.51,0.13,0.17,0.25,0.26,0.32,0.48,0.11,0.14,0.23,0.25,0.30,0.40,0.03,0.05,0.16,0.17,0.22,0.29
Belgium,10,K17_rcp85_2050,0.08,0.09,0.10,0.17,0.19,0.22,0.10,0.12,0.14,0.23,0.25,0.28,0.09,0.10,0.12,0.21,0.23,0.26,0.02,0.02,0.03,0.14,0.16,0.18
Belgium,10,K17_rcp85_2100,0.11,0.17,0.39,0.27,0.46,1.1,0.16,0.23,0.40,0.31,0.44,0.70,0.14,0.21,0.35,0.29,0.38,0.55,0.05,0.14,0.25,0.21,0.28,0.42
Belize,0.31,Present day,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.01 ,--,--,0.01 ,--,--,0.00 ,--,--,0.00 ,--
Belize,0.31,K14_rcp26_2050,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Belize,0.31,K14_rcp26_2100,0.00,0.01,0.02,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Belize,0.31,K14_rcp45_2050,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Belize,0.31,K14_rcp45_2100,0.01,0.01,0.02,0.01,0.01,0.03,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.01
Belize,0.31,K14_rcp85_2050,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Belize,0.31,K14_rcp85_2100,0.01,0.02,0.04,0.01,0.02,0.04,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.03,0.01,0.01,0.03,0.00,0.00,0.01,0.00,0.00,0.01
Belize,0.31,K17_rcp26_2050,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Belize,0.31,K17_rcp26_2100,0.00,0.01,0.03,0.00,0.01,0.03,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.00,0.00,0.01,0.00,0.00,0.01
Belize,0.31,K17_rcp45_2050,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Belize,0.31,K17_rcp45_2100,0.01,0.02,0.07,0.01,0.02,0.07,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.02,0.04,0.01,0.02,0.04,0.00,0.00,0.01,0.00,0.00,0.01
Belize,0.31,K17_rcp85_2050,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Belize,0.31,K17_rcp85_2100,0.01,0.06,0.12,0.02,0.06,0.12,0.00,0.01,0.03,0.00,0.01,0.03,0.01,0.04,0.07,0.01,0.04,0.07,0.00,0.01,0.05,0.00,0.01,0.05
Benin,9.1,Present day,--,0.37 ,--,--,0.42 ,--,--,0.04 ,--,--,0.07 ,--,--,0.03 ,--,--,0.04 ,--,--,0.02 ,--,--,0.07 ,--
Benin,9.1,K14_rcp26_2050,0.39,0.41,0.42,0.45,0.46,0.49,0.06,0.07,0.08,0.09,0.10,0.12,0.03,0.04,0.04,0.05,0.05,0.06,0.05,0.06,0.08,0.09,0.11,0.12
Benin,9.1,K14_rcp26_2100,0.41,0.45,0.53,0.47,0.53,0.66,0.07,0.10,0.14,0.10,0.13,0.16,0.04,0.05,0.06,0.05,0.06,0.09,0.06,0.10,0.15,0.11,0.14,0.18
Benin,9.1,K14_rcp45_2050,0.39,0.41,0.42,0.45,0.47,0.49,0.06,0.07,0.08,0.09,0.10,0.12,0.03,0.04,0.04,0.05,0.05,0.06,0.05,0.06,0.08,0.09,0.11,0.12
Benin,9.1,K14_rcp45_2100,0.42,0.47,0.57,0.48,0.56,0.70,0.08,0.11,0.14,0.11,0.14,0.17,0.04,0.05,0.07,0.06,0.07,0.10,0.07,0.11,0.16,0.12,0.15,0.19
Benin,9.1,K14_rcp85_2050,0.40,0.41,0.43,0.45,0.47,0.50,0.06,0.07,0.08,0.10,0.11,0.12,0.03,0.04,0.04,0.05,0.05,0.06,0.05,0.07,0.08,0.10,0.11,0.13
Benin,9.1,K14_rcp85_2100,0.44,0.51,0.67,0.52,0.62,0.89,0.09,0.13,0.17,0.13,0.16,0.20,0.05,0.06,0.09,0.06,0.08,0.12,0.09,0.14,0.18,0.14,0.17,0.23
Benin,9.1,K17_rcp26_2050,0.38,0.40,0.43,0.43,0.45,0.50,0.04,0.06,0.08,0.08,0.10,0.12,0.03,0.04,0.04,0.04,0.05,0.06,0.03,0.06,0.08,0.08,0.10,0.13
Benin,9.1,K17_rcp26_2100,0.39,0.45,0.57,0.44,0.52,0.70,0.05,0.09,0.14,0.09,0.13,0.17,0.03,0.05,0.07,0.05,0.06,0.10,0.04,0.09,0.16,0.09,0.14,0.19
Benin,9.1,K17_rcp45_2050,0.38,0.40,0.43,0.43,0.46,0.51,0.04,0.06,0.09,0.08,0.10,0.12,0.03,0.04,0.05,0.04,0.05,0.06,0.03,0.06,0.08,0.08,0.10,0.13
Benin,9.1,K17_rcp45_2100,0.42,0.53,0.84,0.48,0.64,1.1,0.08,0.13,0.19,0.11,0.16,0.23,0.04,0.06,0.11,0.06,0.09,0.14,0.07,0.14,0.22,0.12,0.17,0.33
Benin,9.1,K17_rcp85_2050,0.38,0.41,0.44,0.43,0.47,0.52,0.05,0.07,0.09,0.08,0.11,0.13,0.03,0.04,0.05,0.04,0.05,0.06,0.04,0.06,0.09,0.08,0.11,0.14
Benin,9.1,K17_rcp85_2100,0.49,0.74,1.3,0.59,1.00,1.4,0.12,0.18,0.38,0.15,0.21,0.47,0.06,0.10,0.23,0.08,0.13,0.28,0.12,0.19,0.45,0.16,0.28,0.54
Brazil,200,Present day,--,0.77 ,--,--,1.2 ,--,--,0.20 ,--,--,0.31 ,--,--,0.28 ,--,--,0.40 ,--,--,0.21 ,--,--,0.34 ,--
Brazil,200,K14_rcp26_2050,0.87,0.94,1.00,1.3,1.4,1.5,0.23,0.25,0.27,0.34,0.36,0.39,0.32,0.35,0.37,0.44,0.47,0.50,0.24,0.26,0.30,0.40,0.44,0.49
Brazil,200,K14_rcp26_2100,0.92,1.1,1.5,1.4,1.6,2.0,0.25,0.30,0.38,0.36,0.42,0.58,0.34,0.41,0.50,0.46,0.54,0.69,0.25,0.34,0.49,0.43,0.56,0.77
Brazil,200,K14_rcp45_2050,0.87,0.95,1.00,1.3,1.4,1.5,0.23,0.25,0.28,0.34,0.36,0.39,0.32,0.35,0.38,0.44,0.47,0.50,0.24,0.26,0.30,0.40,0.44,0.49
Brazil,200,K14_rcp45_2100,0.96,1.2,1.6,1.4,1.7,2.2,0.26,0.32,0.41,0.37,0.45,0.65,0.36,0.43,0.54,0.48,0.57,0.75,0.27,0.37,0.56,0.45,0.61,0.85
Brazil,200,K14_rcp85_2050,0.89,0.97,1.1,1.3,1.4,1.5,0.24,0.26,0.29,0.34,0.37,0.40,0.33,0.36,0.39,0.45,0.48,0.51,0.24,0.27,0.31,0.41,0.45,0.51
Brazil,200,K14_rcp85_2100,1.1,1.4,2.0,1.6,2.0,2.9,0.29,0.37,0.58,0.41,0.55,0.82,0.40,0.49,0.69,0.52,0.66,0.91,0.32,0.45,0.73,0.52,0.73,1.1
Brazil,200,K17_rcp26_2050,0.82,0.93,1.1,1.2,1.4,1.6,0.22,0.25,0.29,0.33,0.36,0.41,0.30,0.34,0.40,0.42,0.46,0.52,0.23,0.26,0.32,0.37,0.43,0.53
Brazil,200,K17_rcp26_2100,0.88,1.2,1.6,1.3,1.7,2.3,0.24,0.32,0.43,0.35,0.44,0.68,0.33,0.43,0.56,0.45,0.56,0.78,0.24,0.36,0.58,0.41,0.59,0.88
Brazil,200,K17_rcp45_2050,0.83,0.95,1.1,1.2,1.4,1.6,0.22,0.25,0.30,0.33,0.36,0.42,0.31,0.35,0.40,0.43,0.47,0.53,0.23,0.26,0.33,0.38,0.44,0.54
Brazil,200,K17_rcp45_2100,1.1,1.5,2.7,1.5,2.1,3.7,0.28,0.39,0.76,0.40,0.61,1.00,0.39,0.52,0.86,0.51,0.72,1.1,0.31,0.52,0.98,0.51,0.80,1.4
Brazil,200,K17_rcp85_2050,0.86,0.98,1.1,1.3,1.4,1.6,0.23,0.26,0.31,0.34,0.38,0.43,0.32,0.36,0.41,0.44,0.48,0.54,0.24,0.28,0.35,0.39,0.46,0.57
Brazil,200,K17_rcp85_2100,1.4,2.3,5.1,2.0,3.4,6.6,0.37,0.68,1.3,0.55,0.93,1.7,0.49,0.78,1.4,0.66,1.00,1.8,0.46,0.86,2.0,0.73,1.3,2.6
Brunei,0.40,Present day,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.01 ,--,--,0.01 ,--
Brunei,0.40,K14_rcp26_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.02
Brunei,0.40,K14_rcp26_2100,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.02,0.03
Brunei,0.40,K14_rcp45_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.02
Brunei,0.40,K14_rcp45_2100,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.02,0.02,0.03
Brunei,0.40,K14_rcp85_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.02
Brunei,0.40,K14_rcp85_2100,0.00,0.00,0.01,0.00,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.02,0.02,0.03
Brunei,0.40,K17_rcp26_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.02
Brunei,0.40,K17_rcp26_2100,0.00,0.00,0.01,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.02,0.02,0.03
Brunei,0.40,K17_rcp45_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.02
Brunei,0.40,K17_rcp45_2100,0.00,0.00,0.04,0.00,0.01,0.08,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.03,0.02,0.03,0.04
Brunei,0.40,K17_rcp85_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.02,0.02
Brunei,0.40,K17_rcp85_2100,0.00,0.02,0.10,0.01,0.06,0.12,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.02,0.03,0.06,0.02,0.04,0.08
Cambodia,14,Present day,--,0.34 ,--,--,0.63 ,--,--,0.01 ,--,--,0.03 ,--,--,0.00 ,--,--,0.01 ,--,--,0.01 ,--,--,0.03 ,--
Cambodia,14,K14_rcp26_2050,0.40,0.46,0.52,0.69,0.77,0.87,0.01,0.01,0.02,0.03,0.04,0.05,0.00,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.04,0.05,0.07
Cambodia,14,K14_rcp26_2100,0.43,0.58,0.82,0.74,0.99,1.3,0.01,0.02,0.04,0.03,0.07,0.14,0.01,0.01,0.02,0.01,0.04,0.10,0.01,0.03,0.05,0.05,0.08,0.12
Cambodia,14,K14_rcp45_2050,0.40,0.46,0.53,0.69,0.78,0.89,0.01,0.01,0.02,0.03,0.04,0.05,0.00,0.01,0.01,0.01,0.01,0.03,0.01,0.02,0.02,0.04,0.06,0.07
Cambodia,14,K14_rcp45_2100,0.47,0.63,0.92,0.79,1.1,1.4,0.01,0.03,0.05,0.04,0.08,0.15,0.01,0.01,0.03,0.01,0.05,0.11,0.02,0.03,0.06,0.06,0.09,0.13
Cambodia,14,K14_rcp85_2050,0.41,0.47,0.54,0.71,0.80,0.92,0.01,0.02,0.02,0.03,0.04,0.06,0.00,0.01,0.01,0.01,0.02,0.03,0.01,0.02,0.02,0.05,0.06,0.07
Cambodia,14,K14_rcp85_2100,0.54,0.75,1.1,0.92,1.2,1.6,0.02,0.03,0.10,0.06,0.12,0.20,0.01,0.01,0.06,0.03,0.08,0.15,0.02,0.04,0.09,0.07,0.11,0.17
Cambodia,14,K17_rcp26_2050,0.35,0.45,0.58,0.63,0.76,0.97,0.01,0.01,0.02,0.03,0.04,0.07,0.00,0.01,0.01,0.01,0.01,0.04,0.01,0.02,0.03,0.03,0.05,0.08
Cambodia,14,K17_rcp26_2100,0.36,0.60,1.00,0.64,1.00,1.5,0.01,0.02,0.08,0.03,0.07,0.18,0.00,0.01,0.05,0.01,0.04,0.13,0.01,0.03,0.09,0.03,0.08,0.16
Cambodia,14,K17_rcp45_2050,0.35,0.46,0.59,0.63,0.77,1.00,0.01,0.01,0.02,0.03,0.04,0.07,0.00,0.01,0.01,0.01,0.01,0.04,0.01,0.02,0.03,0.03,0.05,0.08
Cambodia,14,K17_rcp45_2100,0.46,0.81,1.5,0.79,1.3,1.9,0.01,0.04,0.17,0.04,0.13,0.32,0.01,0.02,0.13,0.01,0.09,0.30,0.02,0.06,0.15,0.05,0.12,0.27
Cambodia,14,K17_rcp85_2050,0.36,0.48,0.62,0.65,0.80,1.00,0.01,0.02,0.03,0.03,0.04,0.08,0.00,0.01,0.01,0.01,0.02,0.05,0.01,0.02,0.03,0.03,0.06,0.09
Cambodia,14,K17_rcp85_2100,0.67,1.3,2.0,1.1,1.7,2.5,0.03,0.12,0.38,0.09,0.24,0.61,0.01,0.09,0.38,0.06,0.21,0.67,0.03,0.12,0.31,0.09,0.22,0.48
Cameroon,19,Present day,--,0.03 ,--,--,0.06 ,--,--,0.00 ,--,--,0.00 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.02 ,--
Cameroon,19,K14_rcp26_2050,0.04,0.05,0.06,0.06,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03
Cameroon,19,K14_rcp26_2100,0.05,0.06,0.07,0.07,0.08,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.02,0.03,0.03
Cameroon,19,K14_rcp45_2050,0.04,0.05,0.06,0.06,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03
Cameroon,19,K14_rcp45_2100,0.05,0.06,0.08,0.07,0.08,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.02,0.03,0.04
Cameroon,19,K14_rcp85_2050,0.05,0.05,0.06,0.06,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03
Cameroon,19,K14_rcp85_2100,0.06,0.07,0.09,0.08,0.09,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.03,0.05
Cameroon,19,K17_rcp26_2050,0.04,0.05,0.06,0.06,0.06,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03
Cameroon,19,K17_rcp26_2100,0.04,0.06,0.08,0.06,0.08,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.02,0.03,0.04
Cameroon,19,K17_rcp45_2050,0.04,0.05,0.06,0.06,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03
Cameroon,19,K17_rcp45_2100,0.05,0.07,0.10,0.07,0.09,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.04,0.02,0.03,0.05
Cameroon,19,K17_rcp85_2050,0.04,0.05,0.06,0.06,0.07,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03
Cameroon,19,K17_rcp85_2100,0.06,0.09,0.17,0.09,0.14,0.23,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.01,0.02,0.03,0.02,0.03,0.06,0.03,0.05,0.08
Canada,33,Present day,--,0.33 ,--,--,0.47 ,--,--,0.08 ,--,--,0.22 ,--,--,0.10 ,--,--,0.19 ,--,--,0.08 ,--,--,0.25 ,--
Canada,33,K14_rcp26_2050,0.34,0.35,0.37,0.47,0.48,0.50,0.09,0.10,0.11,0.22,0.24,0.25,0.10,0.11,0.12,0.20,0.21,0.23,0.08,0.09,0.11,0.26,0.27,0.28
Canada,33,K14_rcp26_2100,0.34,0.37,0.42,0.47,0.50,0.56,0.09,0.12,0.16,0.22,0.26,0.30,0.10,0.12,0.15,0.20,0.23,0.28,0.08,0.11,0.17,0.26,0.29,0.33
Canada,33,K14_rcp45_2050,0.34,0.35,0.37,0.47,0.49,0.50,0.09,0.10,0.11,0.22,0.24,0.25,0.10,0.11,0.12,0.20,0.21,0.23,0.08,0.09,0.11,0.26,0.27,0.28
Canada,33,K14_rcp45_2100,0.34,0.38,0.43,0.48,0.52,0.58,0.09,0.13,0.17,0.23,0.27,0.31,0.11,0.13,0.16,0.20,0.24,0.29,0.09,0.12,0.19,0.26,0.30,0.34
Canada,33,K14_rcp85_2050,0.34,0.35,0.37,0.47,0.49,0.51,0.09,0.10,0.12,0.22,0.24,0.26,0.10,0.11,0.12,0.20,0.21,0.23,0.08,0.10,0.11,0.26,0.27,0.29
Canada,33,K14_rcp85_2100,0.35,0.40,0.47,0.49,0.54,0.62,0.10,0.14,0.20,0.24,0.28,0.34,0.11,0.14,0.18,0.22,0.26,0.32,0.10,0.14,0.22,0.27,0.31,0.37
Canada,33,K17_rcp26_2050,0.33,0.35,0.38,0.47,0.48,0.52,0.08,0.10,0.13,0.22,0.24,0.26,0.10,0.11,0.13,0.19,0.21,0.24,0.08,0.09,0.12,0.25,0.27,0.30
Canada,33,K17_rcp26_2100,0.34,0.38,0.45,0.47,0.51,0.60,0.09,0.13,0.19,0.22,0.26,0.33,0.10,0.13,0.17,0.19,0.24,0.31,0.08,0.12,0.21,0.26,0.30,0.35
Canada,33,K17_rcp45_2050,0.34,0.35,0.38,0.47,0.49,0.52,0.09,0.10,0.13,0.22,0.24,0.27,0.10,0.11,0.13,0.19,0.21,0.24,0.08,0.09,0.12,0.25,0.27,0.30
Canada,33,K17_rcp45_2100,0.36,0.43,0.54,0.50,0.57,0.68,0.11,0.17,0.26,0.25,0.31,0.39,0.12,0.15,0.24,0.22,0.29,0.38,0.10,0.18,0.29,0.28,0.34,0.42
Canada,33,K17_rcp85_2050,0.34,0.36,0.38,0.47,0.49,0.52,0.09,0.11,0.13,0.22,0.24,0.27,0.10,0.11,0.13,0.20,0.22,0.25,0.08,0.10,0.12,0.26,0.28,0.30
Canada,33,K17_rcp85_2100,0.41,0.51,0.70,0.55,0.66,0.84,0.16,0.23,0.37,0.30,0.37,0.48,0.15,0.21,0.35,0.28,0.36,0.48,0.16,0.27,0.40,0.33,0.40,0.50
Cape Verde,0.50,Present day,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--
Cape Verde,0.50,K14_rcp26_2050,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
Cape Verde,0.50,K14_rcp26_2100,0.01,0.02,0.02,0.01,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02
Cape Verde,0.50,K14_rcp45_2050,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
Cape Verde,0.50,K14_rcp45_2100,0.01,0.02,0.03,0.02,0.02,0.04,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.02
Cape Verde,0.50,K14_rcp85_2050,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
Cape Verde,0.50,K14_rcp85_2100,0.01,0.02,0.04,0.02,0.03,0.04,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.02
Cape Verde,0.50,K17_rcp26_2050,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
Cape Verde,0.50,K17_rcp26_2100,0.01,0.02,0.03,0.01,0.02,0.04,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.02
Cape Verde,0.50,K17_rcp45_2050,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
Cape Verde,0.50,K17_rcp45_2100,0.01,0.02,0.04,0.02,0.03,0.05,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.03,0.01,0.01,0.02,0.01,0.02,0.02
Cape Verde,0.50,K17_rcp85_2050,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
Cape Verde,0.50,K17_rcp85_2100,0.02,0.04,0.05,0.03,0.04,0.05,0.01,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.03
Cayman Islands,0.05,Present day,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--
Cayman Islands,0.05,K14_rcp26_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
