0 0
0.681436 0
1.36399 0
2.04505 0
2.71943 0
3.3835 0
4.03526 0
4.67551 0
5.30436 0
5.92072 0
6.52674 0
7.13066 0
7.74268 0
8.36804 0
9.00324 0
9.64416 0
10.2947 0
10.9599 0
11.6431 0
12.3439 0
13.0609 0
13.7933 0
14.5403 0
15.3005 0
16.0741 0
16.8678 0
17.6861 0
18.5389 0
19.4374 0
20.3896 0
21.3966 0
22.4483 0
23.5154 0
24.5733 0
25.628 0
26.7032 0
27.8145 0
28.9714 0
30.184 0
31.4564 0
32.7531 0
34.0173 0
35.2198 0
36.3733 0
37.5035 0
38.6661 0
39.8266 0
40.9086 0
42.0919 0
43.3231 0
44.4891 0
45.5749 0
46.7128 0
47.9524 0
49.3909 0
50.9418 0
52.2736 0
53.3811 0
54.3747 0
55.3301 0
56.2859 0
57.2515 0
58.2128 0
59.1629 0
60.0981 0
61.0173 0
61.9214 0
62.8117 0
63.6886 0
64.5518 0
65.4015 0
66.2392 0
67.0658 0
67.8828 0
68.6924 0
69.4964 0
70.2962 0
71.0927 0
71.8869 0
72.68 0
73.4735 0
74.2681 0
75.0647 0
75.8641 0
76.6674 0
77.4752 0
78.2879 0
79.1056 0
79.9285 0
80.7569 0
81.5938 0
82.4421 0
83.3054 0
84.1862 0
85.0862 0
86.007 0
86.949 0
87.9126 0
88.8971 0
89.902 0
90.9262 0
91.9678 0
93.0247 0
94.095 0
95.1786 0
96.2766 0
97.393 0
98.5338 0
99.7038 0
100.904 0
102.133 0
103.389 0
104.679 0
106.013 0
107.411 0
108.878 0
110.414 0
112.01 0
113.638 0
115.24 0
116.776 0
118.251 0
119.685 0
121.084 0
122.453 0
123.803 0
125.148 0
126.504 0
127.879 0
129.283 0
130.72 0
132.163 0
133.608 0
135.062 0
136.511 0
137.951 0
139.406 0
140.858 0
142.297 0
143.718 0
145.116 0
146.517 0
147.973 0
149.502 0
151.076 0
152.659 0
154.242 0
155.854 0
157.5 0
159.144 0
160.735 0
162.24 0
163.669 0
165.041 0
166.37 0
167.663 0
168.921 0
170.14 0
171.314 0
172.446 0
173.543 0
174.606 0
175.613 0
176.545 0
177.409 0
178.222 0
178.992 0
179.723 0
180.419 0
181.088 0
181.745 0
182.388 0
183.006 0
183.603 0
184.205 0
184.828 0
185.465 0
186.102 0
186.725 0
187.317 0
187.869 0
188.394 0
188.915 0
189.454 0
190.023 0
190.617 0
191.225 0
191.841 0
192.462 0
193.087 0
193.716 0
194.346 0
194.98 0
195.62 0
196.268 0
196.922 0
197.576 0
198.232 0
198.898 0
199.58 0
200.284 0
201 0
0 1.0176
0.680322 1.01591
1.36385 1.01404
2.04849 1.01914
2.72587 1.03453
3.38937 1.0541
4.04099 1.07295
4.68163 1.09268
5.31039 1.11362
5.92559 1.13345
6.52699 1.14452
7.12478 1.13785
7.73461 1.11737
8.36203 1.09698
8.99914 1.08348
9.63873 1.07134
10.2861 1.05247
10.9502 1.02726
11.6336 1.00113
12.3355 0.977209
13.0528 0.95558
13.7861 0.935958
14.5337 0.918794
15.2927 0.902046
16.0642 0.883169
16.8534 0.859414
17.6659 0.828075
18.5133 0.789042
19.4098 0.745746
20.3635 0.703442
21.3759 0.666751
22.4463 0.6449
23.5379 0.647524
24.5837 0.657214
25.6208 0.65155
26.6854 0.634305
27.7865 0.610894
28.9408 0.585038
30.1483 0.558045
31.4358 0.534272
32.7904 0.535962
34.063 0.560377
35.2684 0.589391
36.3979 0.613033
37.4807 0.609439
38.6366 0.586341
39.8624 0.592161
40.8524 0.587521
42.0802 0.558044
43.3546 0.567659
44.548 0.608006
45.546 0.618343
46.684 0.588555
47.8805 0.543618
49.3256 0.500035
51.0076 0.509515
52.3833 0.589441
53.4264 0.678167
54.3982 0.723164
55.3228 0.732974
56.2784 0.721975
57.2534 0.718334
58.2182 0.724463
59.1707 0.735239
60.1055 0.747807
61.0247 0.760418
61.9277 0.772471
62.8184 0.784239
63.6953 0.79667
64.5585 0.809494
65.4076 0.822037
66.2446 0.833539
67.0704 0.843659
67.8867 0.852274
68.6955 0.859322
69.4988 0.864858
70.2979 0.868997
71.0939 0.87183
71.8875 0.873456
72.6801 0.873911
73.4731 0.873257
74.2672 0.871539
75.0633 0.868806
75.8623 0.865128
76.6652 0.860634
77.4728 0.855545
78.2855 0.850229
79.1032 0.845029
79.926 0.839897
80.7533 0.8337
81.5872 0.82391
82.4344 0.810515
83.2969 0.795648
84.1763 0.779302
85.0758 0.7618
85.9966 0.744424
86.9387 0.727729
87.9024 0.711888
88.8873 0.697039
89.8928 0.683443
90.9178 0.671382
91.9603 0.660952
93.018 0.652104
94.0887 0.644471
95.1708 0.636698
96.2663 0.627116
97.38 0.615056
98.5187 0.600866
99.6882 0.585862
100.89 0.571938
102.12 0.559661
103.373 0.547161
104.655 0.5312
105.983 0.510476
107.376 0.486797
108.846 0.463909
110.388 0.445035
111.997 0.433021
113.65 0.432458
115.27 0.444513
116.805 0.462604
118.272 0.478751
119.704 0.492434
121.1 0.504924
122.463 0.514346
123.804 0.518639
125.143 0.517354
126.49 0.510677
127.866 0.501159
129.261 0.489062
130.71 0.478327
132.185 0.482052
133.57 0.476051
135.1 0.474636
136.509 0.485967
137.938 0.480476
139.412 0.477791
140.866 0.481874
142.305 0.487003
143.732 0.49444
145.126 0.503007
146.472 0.493017
147.932 0.466649
149.477 0.446989
151.075 0.439542
152.674 0.443139
154.212 0.440454
155.83 0.428273
157.499 0.423733
159.167 0.432325
160.773 0.452456
162.275 0.477067
163.695 0.49904
165.061 0.516787
166.387 0.531788
167.679 0.545952
168.94 0.561607
170.162 0.580417
171.337 0.601381
172.465 0.621114
173.559 0.638672
174.634 0.663568
175.665 0.712059
176.593 0.773195
177.45 0.825483
178.261 0.87214
179.031 0.919684
179.76 0.968424
180.452 1.01536
181.108 1.04689
181.757 1.05696
182.418 1.09069
183.03 1.14791
183.606 1.1665
184.192 1.13022
184.822 1.08779
185.468 1.07576
186.11 1.08666
186.745 1.12584
187.35 1.2097
187.892 1.3001
188.401 1.34242
188.904 1.32399
189.43 1.25105
190.008 1.17683
190.61 1.14001
191.22 1.12282
191.836 1.11157
192.459 1.10351
193.085 1.09791
193.713 1.09373
194.343 1.08891
194.976 1.08125
195.615 1.06971
196.265 1.05885
196.921 1.05445
197.575 1.05361
198.227 1.04598
198.887 1.02554
199.569 0.997096
200.276 0.972455
201 0.962847
0 2.03982
0.675594 2.03429
1.36259 2.02723
2.05896 2.03668
2.74466 2.06732
3.40805 2.10735
4.05761 2.1457
4.69829 2.18138
5.33131 2.22555
5.94981 2.28657
6.53054 2.32958
7.1016 2.31272
7.69803 2.24369
8.34511 2.18299
8.99853 2.17377
9.62146 2.1659
10.2574 2.12241
10.9163 2.06101
11.6055 2.00093
12.3123 1.95408
13.0303 1.9134
13.7636 1.87235
14.5183 1.83786
15.2801 1.81586
16.0298 1.77879
16.8219 1.72886
17.6109 1.67598
18.4357 1.59508
19.3295 1.49959
20.2903 1.40788
21.3147 1.32462
22.4359 1.26005
23.6291 1.24674
24.6127 1.24907
25.6007 1.22324
26.627 1.18691
27.7115 1.14518
28.8352 1.09954
30.0465 1.05273
31.3442 1.00702
32.9575 1.01915
34.1985 1.07226
35.4395 1.12941
36.4827 1.18186
37.3943 1.18023
38.459 1.11276
39.8396 1.03391
40.8485 1.03166
42.0669 1.05845
43.4025 1.07252
44.6603 1.1128
45.5178 1.13682
46.7098 1.16953
47.8768 1.2269
49.2152 1.23043
51.0449 1.22039
52.6 1.29422
53.488 1.39041
54.4768 1.4403
55.2832 1.45272
56.2586 1.42075
57.2675 1.42452
58.2343 1.44529
59.1931 1.46835
60.1288 1.49561
61.0461 1.52285
61.945 1.54652
62.8366 1.56885
63.715 1.59344
64.5786 1.61986
65.4258 1.64547
66.2609 1.66888
67.0839 1.68932
67.898 1.70643
68.7043 1.72036
69.5057 1.73127
70.3027 1.73939
71.0971 1.74494
71.8891 1.74812
72.6803 1.74898
73.4717 1.74764
74.2645 1.74418
75.0591 1.73867
75.8569 1.73123
76.6586 1.72205
77.4654 1.71156
78.2779 1.70051
79.0963 1.69014
79.9191 1.68091
80.7418 1.6689
81.5684 1.64956
82.4109 1.62303
83.2711 1.59247
84.1474 1.55976
85.0449 1.52491
85.966 1.4898
86.9089 1.45638
87.8731 1.42469
88.8588 1.39476
89.8659 1.36706
90.8935 1.34243
91.939 1.32168
92.9993 1.30467
94.0701 1.28995
95.15 1.27591
96.238 1.25979
97.3402 1.23707
98.4697 1.20655
99.6386 1.17303
100.847 1.14273
102.084 1.11902
103.334 1.0987
104.592 1.07141
105.891 1.02892
107.278 0.977784
108.761 0.931353
110.309 0.891758
111.927 0.854748
113.69 0.844941
115.415 0.888777
116.903 0.944177
118.305 0.969354
119.751 0.9861
121.148 1.0096
122.493 1.03
123.808 1.03895
125.127 1.0362
126.451 1.02287
127.833 1.00643
129.207 0.988274
130.672 0.967422
132.316 0.997654
133.413 0.987054
135.22 0.964821
136.452 0.982832
137.904 0.955095
139.439 0.952337
140.889 0.963819
142.325 0.97317
143.76 0.982582
145.179 1.00237
146.32 0.984035
147.829 0.926815
149.416 0.892873
151.051 0.87299
152.745 0.880194
154.103 0.878131
155.762 0.851642
157.463 0.83814
159.219 0.848202
160.907 0.898923
162.374 0.96003
163.759 1.00281
165.111 1.03431
166.429 1.06128
167.719 1.0863
168.993 1.11529
170.239 1.15707
171.416 1.20743
172.52 1.25009
